15,113
15,1,0,4,113
15,5,0,4,113
15,1,3,4,113
15,28,98,3,4,113
15,5,1,0,4,113
15,1,3,0,4,113
15,16,47,3,4,113
15,28,11,3,4,113
15,16,47,147,4,113
15,28,498,3,4,113
15,28,11,257,4,113
15,1,0,3,4,113
15,5,0,3,4,113
15,5,11,3,4,113
15,28,59,3,4,113
15,5,81,42,4,113
15,5,11,257,4,113
15,5,13,3,4,113
15,5,1,3,4,113
15,1,287,3,4,113
15,1,392,3,4,113
15,1,8,3,4,113
15,1,9,3,4,113
15,1,5,0,4,113
15,1,7,0,4,113
15,1,100,301,4,113
15,16,30,229,6,0,4,113
15,16,10,8,3,0,4,113
15,5,1,392,3,0,4,113
15,5,127,1,9,3,4,113
15,5,0,6,37,159,4,113
15,1,100,260,0,3,4,113
15,1,161,5,11,3,4,113
15,16,10,8,148,0,4,113
15,16,10,8,1,3,4,113
15,1,161,5,0,3,4,113
15,16,30,229,6,3,4,113
15,16,31,57,1,0,4,113
15,390,19,24,0,3,4,113
15,16,31,75,3,0,4,113
15,5,127,1,287,3,4,113
15,5,1,21,438,0,4,113
15,5,1,100,8,3,4,113
15,16,31,13,3,0,4,113
15,5,11,259,37,159,4,113
15,1,188,5,11,3,4,113
15,1,188,5,0,3,4,113
15,1,161,5,81,42,4,113
15,390,19,69,1,0,4,113
15,1,161,5,11,257,4,113
15,1,21,20,7,0,4,113
15,16,10,8,133,3,4,113
15,5,13,23,175,0,4,113
15,5,161,227,1,0,4,113
15,1,21,438,0,3,4,113
15,1,8,3,6,0,4,113
15,1,93,8,100,301,4,113
15,1,93,8,3,0,4,113
15,16,31,74,94,0,4,113
15,5,1,9,316,0,4,113
15,1,487,37,6,0,4,113
15,5,157,253,372,3,4,113
15,16,31,57,65,184,295,113
15,16,31,57,1,3,4,113
15,5,127,1,392,3,4,113
15,1,7,37,6,0,4,113
15,1,8,100,260,0,4,113
15,1,22,7,37,159,4,113
15,5,1,487,37,159,4,113
15,5,1,8,3,0,4,113
15,5,1,100,260,0,4,113
15,1,22,7,0,3,4,113
15,5,48,493,9,3,4,113
15,5,1,9,3,0,4,113
15,5,161,1,0,3,4,113
15,1,9,270,5,0,4,113
15,5,11,19,308,301,4,113
15,1,22,112,37,159,4,113
15,1,188,5,81,42,4,113
15,1,188,5,11,257,4,113
15,5,0,1,287,3,4,113
15,5,157,416,3,0,4,113
15,1,22,327,3,0,4,113
15,1,9,316,0,3,4,113
15,1,161,5,13,3,4,113
15,5,0,7,1,3,4,113
15,5,157,1,7,0,4,113
15,390,19,45,151,42,4,113
15,1,475,11,3,0,4,113
15,390,19,69,1,3,4,113
15,61,48,7,0,3,4,113
15,1,7,48,5,0,4,113
15,5,13,3,1,0,4,113
15,1,8,133,3,0,4,113
15,1,44,23,13,3,4,113
15,1,21,84,276,159,4,113
15,1,44,23,0,3,4,113
15,5,157,1,3,0,4,113
15,28,59,3,1,0,4,113
15,1,44,50,0,3,4,113
15,1,116,71,47,3,4,113
15,5,161,227,1,3,4,113
15,28,11,5,1,0,4,113
15,1,287,324,11,3,4,113
15,1,475,11,5,0,4,113
15,1,8,3,11,257,4,113
15,1,44,274,143,0,4,113
15,1,8,3,6,42,4,113
15,1,8,83,5,0,4,113
15,1,93,8,148,0,4,113
15,1,44,56,0,3,4,113
15,5,1,8,100,301,4,113
15,1,191,8,100,301,4,113
15,16,31,80,99,0,4,113
15,1,191,8,3,0,4,113
15,1,8,148,0,3,4,113
15,5,1,0,6,3,4,113
15,1,152,34,17,0,4,113
15,5,12,2,0,3,4,113
15,1,9,3,6,0,4,113
15,16,47,303,75,3,4,113
15,1,152,34,0,3,4,113
15,1,236,60,65,184,295,113
15,1,317,8,100,301,4,113
15,1,487,37,7,0,4,113
15,1,487,37,6,3,4,113
15,5,157,253,13,3,4,113
15,1,317,8,3,0,4,113
15,5,48,7,37,159,4,113
15,5,127,1,100,301,4,113
15,5,48,7,1,3,4,113
15,1,7,37,6,3,4,113
15,1,3,13,5,0,4,113
15,1,3,8,148,0,4,113
15,5,1,475,11,3,4,113
15,28,11,475,1,0,4,113
15,28,11,19,24,0,4,113
15,5,48,337,23,0,4,113
15,5,161,1,3,0,4,113
15,1,0,5,81,42,4,113
15,1,9,38,281,3,4,113
15,16,47,3,1,0,4,113
15,349,52,21,1,0,4,113
15,158,136,28,498,3,4,113
15,5,11,475,1,0,4,113
15,158,190,33,7,0,4,113
15,5,11,19,24,0,4,113
15,1,22,217,133,3,4,113
15,5,12,154,47,3,4,113
15,5,161,1,7,0,4,113
15,158,190,431,1,3,4,113
15,1,188,5,13,3,4,113
15,5,0,1,100,301,4,113
15,5,188,1,7,0,4,113
15,1,0,6,37,159,4,113
15,5,188,1,8,3,4,113
15,5,188,1,3,0,4,113
15,5,188,1,9,3,4,113
15,61,48,5,11,3,4,113
15,5,188,1,287,3,4,113
15,61,48,5,81,42,4,113
15,61,48,5,11,257,4,113
15,5,188,1,392,3,4,113
15,61,48,5,13,3,4,113
15,5,188,1,100,301,4,113
15,5,0,17,6,3,4,113
15,5,0,7,37,159,4,113
15,5,0,260,100,301,4,113
15,5,0,17,6,42,4,113
15,5,0,23,13,3,4,113
15,5,157,1,8,3,4,113
15,5,0,148,8,3,4,113
15,5,157,1,9,3,4,113
15,5,0,316,9,3,4,113
15,5,157,1,287,3,4,113
15,5,0,2,14,3,4,113
15,5,157,1,392,3,4,113
15,61,48,5,1,3,4,113
15,5,157,1,100,301,4,113
15,390,19,20,7,0,4,113
15,390,19,45,11,257,4,113
15,390,19,313,17,0,4,113
15,390,19,45,11,3,4,113
15,390,19,76,17,0,4,113
15,5,362,299,37,159,4,113
15,5,1,7,0,3,4,113
15,5,363,74,94,0,4,113
15,5,1,3,6,0,4,113
15,5,126,427,7,0,4,113
15,5,1,3,11,257,4,113
15,5,1,3,6,42,4,113
15,5,436,383,23,0,4,113
15,5,126,101,17,0,4,113
15,5,1,3,47,147,4,113
15,5,309,272,7,0,4,113
15,5,436,383,380,0,4,113
15,5,268,179,17,0,4,113
15,5,309,272,24,0,4,113
15,5,473,33,7,0,4,113
15,5,86,226,1,3,4,113
15,5,473,33,23,0,4,113
15,1,7,200,37,159,4,113
15,5,270,9,316,0,4,113
15,1,7,235,50,0,4,113
15,5,13,3,6,0,4,113
15,1,7,265,23,0,4,113
15,1,7,235,50,184,295,113
15,5,13,3,47,147,4,113
15,5,13,3,6,42,4,113
15,1,7,347,250,3,4,113
15,5,13,3,11,257,4,113
15,1,7,22,327,3,4,113
15,5,270,9,1,3,4,113
15,1,7,33,23,0,4,113
15,5,1,7,37,159,4,113
15,1,7,62,2,0,4,113
15,5,13,253,372,3,4,113
15,1,7,272,24,0,4,113
15,5,13,31,75,3,4,113
15,1,44,23,175,0,4,113
15,5,13,67,82,42,4,113
15,5,13,123,47,3,4,113
15,1,21,118,11,257,4,113
15,1,100,8,148,0,4,113
15,1,21,26,8,3,4,113
15,1,21,118,11,3,4,113
15,5,19,24,0,3,4,113
15,28,98,3,1,0,4,113
15,28,59,3,6,0,4,113
15,28,98,3,6,0,4,113
15,28,59,3,47,147,4,113
15,28,59,3,6,42,4,113
15,28,98,3,47,147,4,113
15,28,98,3,6,42,4,113
15,28,59,3,11,257,4,113
15,28,98,3,11,257,4,113
15,1,5,11,3,0,4,113
15,1,116,71,50,184,295,113
15,1,116,71,47,147,4,113
15,1,116,71,50,0,4,113
15,28,11,5,81,42,4,113
15,5,12,2,14,3,4,113
15,28,11,5,13,3,4,113
15,28,11,3,1,0,4,113
15,28,11,5,1,3,4,113
15,28,11,3,6,0,4,113
15,1,287,324,11,257,4,113
15,28,11,3,47,147,4,113
15,28,11,3,6,42,4,113
15,5,60,236,1,0,4,113
15,390,424,23,175,0,4,113
15,5,60,33,7,0,4,113
15,5,60,236,1,3,4,113
15,5,60,33,23,0,4,113
15,1,8,3,47,147,4,113
15,1,44,298,24,0,4,113
15,1,8,10,2,0,4,113
15,5,19,25,3,0,4,113
15,1,8,352,239,0,4,113
15,5,188,1,0,3,4,113
15,28,90,111,1,3,4,113
15,1,93,8,133,3,4,113
15,28,46,292,9,3,4,113
15,28,90,12,5,0,4,113
15,28,90,111,1,0,4,113
15,28,145,32,9,3,4,113
15,28,46,86,5,0,4,113
15,28,90,12,2,0,4,113
15,28,358,84,276,159,4,113
15,28,145,32,11,257,4,113
15,28,46,433,5,0,4,113
15,28,183,16,47,3,4,113
15,28,145,32,11,3,4,113
15,28,46,49,11,3,4,113
15,28,39,12,5,0,4,113
15,28,183,16,47,147,4,113
15,28,46,33,7,0,4,113
15,28,46,49,11,257,4,113
15,28,136,291,5,0,4,113
15,28,39,12,2,0,4,113
15,28,46,63,17,0,4,113
15,28,46,33,23,0,4,113
15,28,231,86,5,0,4,113
15,28,136,51,5,0,4,113
15,28,46,80,99,0,4,113
15,28,215,258,175,0,4,113
15,28,136,51,160,0,4,113
15,28,46,263,94,0,4,113
15,28,387,186,17,0,4,113
15,5,1,8,133,3,4,113
15,28,356,10,2,0,4,113
15,5,1,8,148,0,4,113
15,28,356,10,8,3,4,113
15,1,191,8,148,0,4,113
15,28,453,18,6,0,4,113
15,1,191,8,133,3,4,113
15,28,453,18,6,3,4,113
15,5,1,0,50,184,295,113
15,28,453,18,6,42,4,113
15,5,1,0,6,42,4,113
15,1,9,3,11,257,4,113
15,1,9,3,6,42,4,113
15,1,9,3,47,147,4,113
15,5,60,290,3,0,4,113
15,5,11,3,1,0,4,113
15,5,51,48,7,0,4,113
15,5,11,3,6,0,4,113
15,5,51,364,17,0,4,113
15,5,11,3,47,147,4,113
15,5,11,3,6,42,4,113
15,5,51,177,13,3,4,113
15,16,47,71,50,0,4,113
15,5,51,160,0,3,4,113
15,16,47,123,13,3,4,113
15,16,47,71,50,184,295,113
15,390,19,5,11,3,4,113
15,1,35,77,9,3,4,113
15,390,19,5,81,42,4,113
15,390,19,5,11,257,4,113
15,1,69,19,308,301,4,113
15,1,35,33,7,0,4,113
15,390,19,5,13,3,4,113
15,1,78,312,47,3,4,113
15,1,69,114,7,0,4,113
15,1,69,19,5,0,4,113
15,1,35,33,23,0,4,113
15,1,226,86,5,0,4,113
15,1,78,20,7,0,4,113
15,1,78,312,47,147,4,113
15,1,69,232,23,0,4,113
15,1,69,19,24,0,4,113
15,1,227,161,5,0,4,113
15,1,236,357,23,0,4,113
15,1,69,255,11,3,4,113
15,1,69,19,25,3,4,113
15,1,220,83,5,0,4,113
15,1,69,255,11,257,4,113
15,1,69,19,11,3,4,113
15,1,382,32,11,257,4,113
15,1,220,83,8,3,4,113
15,1,69,19,11,257,4,113
15,1,97,420,175,0,4,113
15,1,382,32,9,3,4,113
15,1,382,32,11,3,4,113
15,1,164,45,11,257,4,113
15,1,97,80,99,0,4,113
15,1,5,0,6,3,4,113
15,1,108,199,6,0,4,113
15,1,164,45,151,42,4,113
15,1,164,45,11,3,4,113
15,1,5,0,50,184,295,113
15,1,5,0,6,42,4,113
15,1,326,252,457,0,4,113
15,1,108,199,6,3,4,113
15,390,19,5,1,3,4,113
15,1,134,73,24,0,4,113
15,1,108,199,6,42,4,113
15,1,236,60,5,0,4,113
15,1,469,241,11,3,4,113
15,1,317,8,148,0,4,113
15,1,236,60,290,3,4,113
15,1,293,167,17,0,4,113
15,1,469,241,11,257,4,113
15,1,317,8,133,3,4,113
15,28,101,17,34,0,4,113
15,28,101,17,6,3,4,113
15,1,0,3,6,42,4,113
15,28,144,299,37,159,4,113
15,28,101,17,6,42,4,113
15,1,0,3,11,257,4,113
15,1,487,37,6,42,4,113
15,28,67,13,23,0,4,113
15,1,0,3,47,147,4,113
15,28,144,23,13,3,4,113
15,28,144,23,0,3,4,113
15,1,3,0,6,42,4,113
15,28,144,23,175,0,4,113
15,1,7,37,6,42,4,113
15,5,19,69,1,0,4,113
15,28,41,23,13,3,4,113
15,28,41,23,0,3,4,113
15,5,19,45,11,3,4,113
15,5,19,69,1,3,4,113
15,28,41,23,175,0,4,113
15,5,19,20,7,0,4,113
15,5,19,45,151,42,4,113
15,5,19,45,11,257,4,113
15,5,19,76,17,0,4,113
15,1,3,9,316,0,4,113
15,1,3,13,23,0,4,113
15,5,19,313,17,0,4,113
15,1,3,14,2,0,4,113
15,5,1,93,8,3,4,113
15,5,19,11,3,0,4,113
15,5,1,475,11,257,4,113
15,5,1,22,7,0,4,113
15,28,11,259,37,159,4,113
15,28,11,475,1,3,4,113
15,5,1,116,463,42,4,113
15,5,1,22,327,3,4,113
15,28,11,45,151,42,4,113
15,5,1,44,50,184,295,113
15,1,5,51,160,0,4,113
15,28,11,330,260,0,4,113
15,5,1,152,34,0,4,113
15,5,1,44,23,0,4,113
15,5,1,44,50,0,4,113
15,1,5,60,290,3,4,113
15,28,11,40,23,0,4,113
15,5,1,57,65,184,295,113
15,5,1,44,56,0,4,113
15,1,5,66,65,184,295,113
15,1,5,60,65,184,295,113
15,28,11,324,287,3,4,113
15,5,1,157,416,3,4,113
15,1,5,371,14,3,4,113
15,28,11,32,9,3,4,113
15,5,1,191,8,3,4,113
15,1,5,18,6,3,4,113
15,28,11,19,308,301,4,113
15,1,127,5,81,42,4,113
15,5,1,317,8,3,4,113
15,1,5,19,11,3,4,113
15,1,5,18,6,0,4,113
15,28,11,19,25,3,4,113
15,1,127,5,13,3,4,113
15,1,5,157,416,3,4,113
15,1,5,19,24,0,4,113
15,1,5,19,11,257,4,113
15,1,5,18,6,42,4,113
15,1,5,83,8,3,4,113
15,1,5,19,308,301,4,113
15,28,498,3,1,0,4,113
15,1,5,13,23,0,4,113
15,1,5,270,9,3,4,113
15,1,5,19,25,3,4,113
15,28,498,3,6,0,4,113
15,1,127,5,11,257,4,113
15,1,5,48,7,0,4,113
15,5,48,51,160,0,4,113
15,28,498,3,47,147,4,113
15,28,498,3,6,42,4,113
15,1,5,12,2,0,4,113
15,5,48,102,37,159,4,113
15,28,498,3,11,257,4,113
15,1,5,13,3,0,4,113
15,1,0,2,14,3,4,113
15,5,48,96,14,3,4,113
15,1,0,5,11,3,4,113
15,5,83,220,1,0,4,113
15,1,0,7,37,159,4,113
15,5,81,42,6,3,4,113
15,1,0,5,13,3,4,113
15,1,0,5,11,257,4,113
15,5,83,220,1,3,4,113
15,1,0,260,100,301,4,113
15,1,9,32,11,3,4,113
15,1,9,38,34,0,4,113
15,16,47,3,6,0,4,113
15,1,0,17,6,42,4,113
15,1,9,32,11,257,4,113
15,1,287,3,6,0,4,113
15,16,47,3,11,257,4,113
15,16,47,3,6,42,4,113
15,1,0,148,8,3,4,113
15,1,0,17,6,3,4,113
15,1,287,3,11,257,4,113
15,5,83,8,100,301,4,113
15,1,287,3,6,42,4,113
15,1,0,316,9,3,4,113
15,5,83,8,3,0,4,113
15,1,287,3,47,147,4,113
15,5,83,8,1,0,4,113
15,5,18,6,37,159,4,113
15,1,0,23,13,3,4,113
15,349,52,21,438,0,4,113
15,349,52,21,1,3,4,113
15,5,83,8,148,0,4,113
15,5,83,8,1,3,4,113
15,158,136,291,5,0,4,113
15,158,136,28,11,3,4,113
15,5,11,28,498,3,4,113
15,5,83,8,133,3,4,113
15,5,11,475,1,3,4,113
15,158,136,51,5,0,4,113
15,158,136,28,98,3,4,113
15,158,136,28,11,257,4,113
15,5,11,45,151,42,4,113
15,5,11,28,98,3,4,113
15,158,136,51,160,0,4,113
15,5,0,3,47,147,4,113
15,158,190,33,23,0,4,113
15,158,136,28,59,3,4,113
15,5,11,19,25,3,4,113
15,5,11,324,287,3,4,113
15,5,11,28,59,3,4,113
15,5,0,3,6,42,4,113
15,5,18,6,0,3,4,113
15,16,31,13,23,0,4,113
15,5,12,58,24,0,4,113
15,5,11,330,260,0,4,113
15,5,12,154,47,147,4,113
15,5,0,3,11,257,4,113
15,5,161,1,8,3,4,113
15,1,157,5,81,42,4,113
15,5,0,1,8,3,4,113
15,5,12,492,260,0,4,113
15,5,11,32,9,3,4,113
15,5,161,1,9,3,4,113
15,1,157,5,13,3,4,113
15,5,0,1,9,3,4,113
15,5,12,73,24,0,4,113
15,5,0,1,392,3,4,113
15,5,12,107,7,0,4,113
15,5,11,40,23,0,4,113
15,5,12,245,24,0,4,113
15,5,161,1,287,3,4,113
15,5,12,315,260,0,4,113
15,5,161,1,392,3,4,113
15,5,12,241,11,257,4,113
15,5,161,1,100,301,4,113
15,5,12,139,11,257,4,113
15,5,12,241,11,3,4,113
15,5,12,139,11,3,4,113
15,390,19,20,497,37,159,4,113
15,390,19,20,7,1,0,4,113
15,390,19,20,7,0,3,4,113
15,1,157,5,13,23,0,4,113
15,1,157,5,13,3,0,4,113
15,5,12,73,134,1,0,4,113
15,5,11,40,23,0,3,4,113
15,5,11,40,23,13,3,4,113
15,5,12,245,24,0,3,4,113
15,5,161,1,287,3,0,4,113
15,5,12,107,7,0,3,4,113
15,5,12,73,24,0,3,4,113
15,5,12,315,260,100,301,4,113
15,5,12,315,260,0,3,4,113
15,5,12,107,7,1,0,4,113
15,5,161,1,392,3,0,4,113
15,5,0,1,191,8,3,4,113
15,5,12,241,469,1,3,4,113
15,5,11,118,21,1,0,4,113
15,5,161,1,21,438,0,4,113
15,5,161,1,100,8,3,4,113
15,5,12,189,45,151,42,4,113
15,5,12,139,289,82,42,4,113
15,5,12,241,11,3,0,4,113
15,5,12,139,11,3,0,4,113
15,390,19,20,201,82,42,4,113
15,390,19,20,7,37,159,4,113
15,390,19,20,7,1,3,4,113
15,5,12,73,84,276,159,4,113
15,5,12,73,134,1,3,4,113
15,5,11,40,23,175,0,4,113
15,5,12,107,7,37,159,4,113
15,5,12,107,7,1,3,4,113
15,5,0,1,157,416,3,4,113
15,5,12,241,469,1,0,4,113
15,5,11,241,469,1,0,4,113
15,5,11,118,21,438,0,4,113
15,5,11,118,21,1,3,4,113
15,5,161,1,487,37,159,4,113
15,5,161,1,100,260,0,4,113
15,5,12,458,173,6,42,4,113
15,5,12,189,45,11,257,4,113
15,390,19,20,21,1,0,4,113
15,61,48,5,11,3,0,4,113
15,5,188,1,7,37,159,4,113
15,5,0,1,44,50,184,295,113
15,5,11,139,289,82,42,4,113
15,5,11,241,12,2,0,4,113
15,5,11,241,469,1,3,4,113
15,5,161,1,475,11,3,4,113
15,5,12,39,28,11,257,4,113
15,5,12,458,173,6,0,4,113
15,5,12,189,45,11,3,4,113
15,390,19,20,78,1,0,4,113
15,390,19,20,21,438,0,4,113
15,390,19,20,21,1,3,4,113
15,5,19,11,475,1,0,4,113
15,1,7,0,6,37,159,4,113
15,390,19,45,164,1,0,4,113
15,1,100,124,143,0,3,4,113
15,5,0,1,57,65,184,295,113
15,390,19,313,17,6,0,4,113
15,5,11,255,69,1,0,4,113
15,61,48,174,157,1,3,4,113
15,390,19,313,17,0,3,4,113
15,5,11,139,12,2,0,4,113
15,390,19,45,11,5,0,4,113
15,390,19,45,11,3,0,4,113
15,390,19,294,51,5,0,4,113
15,1,157,5,0,6,3,4,113
15,61,48,493,9,1,0,4,113
15,5,161,1,93,8,3,4,113
15,5,161,1,475,11,257,4,113
15,390,19,76,17,6,0,4,113
15,5,12,90,28,11,257,4,113
15,5,12,39,28,498,3,4,113
15,390,19,76,17,0,3,4,113
15,5,12,39,28,11,3,4,113
15,5,12,458,173,6,3,4,113
15,61,48,493,9,3,0,4,113
15,5,362,299,144,23,0,4,113
15,390,19,20,74,94,0,4,113
15,16,10,2,0,1,3,4,113
15,5,362,299,37,6,0,4,113
15,390,19,20,78,1,3,4,113
15,5,0,7,22,1,3,4,113
15,5,188,1,392,3,0,4,113
15,61,48,5,127,1,3,4,113
15,1,7,0,3,47,147,4,113
15,5,19,11,28,498,3,4,113
15,5,1,7,0,6,3,4,113
15,5,19,11,475,1,3,4,113
15,5,363,74,31,75,3,4,113
15,61,48,51,5,0,3,4,113
15,5,363,74,94,0,3,4,113
15,390,19,45,212,24,0,4,113
15,390,19,45,164,1,3,4,113
15,61,48,51,5,1,0,4,113
15,61,48,7,1,0,3,4,113
15,5,0,1,317,8,3,4,113
15,61,48,51,160,0,3,4,113
15,61,48,5,13,23,0,4,113
15,1,57,465,150,23,0,4,113
15,390,19,313,17,34,0,4,113
15,390,19,313,17,6,3,4,113
15,1,3,6,0,50,184,295,113
15,5,11,440,28,498,3,4,113
15,5,126,427,7,1,0,4,113
15,5,11,255,69,1,3,4,113
15,61,48,5,13,3,0,4,113
15,1,57,31,75,3,0,4,113
15,61,48,122,21,1,3,4,113
15,5,126,427,7,0,3,4,113
15,61,48,174,157,5,0,4,113
15,61,48,174,157,1,0,4,113
15,5,1,3,6,17,0,4,113
15,5,188,1,21,438,0,4,113
15,1,392,3,0,50,184,295,113
15,1,3,4,0,50,184,295,113
15,1,157,476,299,37,159,4,113
